COG ID	COG Name	Isolate Genome Count	Metagenome Count	
COG5055	Recombination DNA repair protein (RAD52 pathway)	55	4338	
COG5074	t-SNARE complex subunit, syntaxin	216	4283	
COG5078	Ubiquitin-protein ligase	315	5431	
COG5083	Phosphatidate phosphatase PAH1, contains Lipin and LNS2 domains. can be involved in plasmid maintenance	82	4667	
COG5096	Vesicle coat complex, various subunits	211	5317	
COG5108	Mitochondrial DNA-directed RNA polymerase	389	5699	
COG5119	Uncharacterized protein, contains ParB-like nuclease domain	269	3155	
COG5126	Ca2+-binding protein, EF-hand superfamily	2242	5949	
COG5135	Uncharacterized protein	579	3958	
COG5146	Pantothenate kinase	6326	5035	
COG5153	Putative lipase essential for disintegration of autophagic bodies inside the vacuole	84	5452	
COG5160	Protease, Ulp1 family	26	4520	
COG5164	Transcription elongation factor	172	4873	
COG5180	PAB1-binding protein PBP1, interacts with poly(A)-binding protein	38	4760	
COG5183	E3 ubiquitin-protein ligase DOA10	32	5631	
COG5184	Alpha-tubulin suppressor and related RCC1 domain-containing proteins	2828	6546	
COG5185	Protein involved in chromosome segregation, interacts with SMC proteins	169	5744	
COG5186	Poly(A) polymerase Pap1	197	4698	
COG5190	TFIIF-interacting CTD phosphatase, includes NLI-interacting factor	85	4511	
COG5206	Glycosylphosphatidylinositol transamidase (GPIT), subunit GPI8	172	4680	
COG5207	Uncharacterized Zn-finger protein, UBP-type	195	5332	
COG5212	cAMP phosphodiesterase	1347	5081	
COG5238	Ran GTPase-activating protein (RanGAP) involved in mRNA processing and transport	260	5121	
COG5239	mRNA deadenylase, 3'-5' endonuclease subunit Ccr4	201	4826	
COG5244	Dynactin complex subunit involved in mitotic spindle partitioning in anaphase B	6	4480	
COG5255	Uncharacterized protein	1730	4122	
COG5256	Translation elongation factor EF-1alpha (GTPase)	1210	6213	
COG5257	Translation initiation factor 2, gamma subunit (eIF-2gamma; GTPase)	1184	6138	
COG5258	GTPase	532	5197	
COG5260	DNA polymerase sigma	108	4770	
COG5263	Glucan-binding domain (YG repeat)	2184	3586	
COG5265	ABC-type transport system involved in Fe-S cluster assembly, permease and ATPase components	5912	6731	
COG5266	Uncharacterized conserved protein, contains GH25 family domain	6106	5759	
COG5267	Uncharacterized conserved protein, DUF1800 family	4535	5969	
COG5268	Type IV secretory pathway, TrbD component	2618	4201	
COG5270	PUA domain (predicted RNA-binding domain)	148	3612	
COG5271	Midasin, AAA ATPase with  vWA domain, involved in ribosome maturation	1149	6850	
COG5272	Ubiquitin	287	2963	
COG5274	Cytochrome b involved in lipid metabolism	105	4955	
COG5275	BRCT domain type II	92	4062	
COG5276	Uncharacterized conserved protein	4206	6370	
COG5277	Actin-related protein	281	5394	
COG5278	Extracellular (periplasmic) sensor domain CHASE3 (specificity unknown)	882	5848	
COG5279	Cytokinesis protein 3, contains TGc (transglutaminase/protease-like) domain	518	5521	
COG5280	Phage-related minor tail protein	2819	5317	
COG5281	Phage-related minor tail protein	7030	5837	
COG5282	Uncharacterized conserved protein, DUF2342 family	5795	5573	
COG5283	Phage-related tail protein	3114	5297	
COG5285	Ectoine hydroxylase-related dioxygenase, phytanoyl-CoA dioxygenase (PhyH) family	8707	6103	
COG5293	Uncharacterized protein YydD, contains DUF2326 domain	1587	5293	
COG5294	Uncharacterized protein YxeA	8064	3254	
COG5295	Autotransporter adhesin	7345	4237	
COG5297	Cellulase/cellobiase CelA1	1899	5343	
COG5298	Uncharacterized protein YdaL	2400	4682	
COG5301	Phage-related tail fibre protein	2652	5220	
COG5302	Post-segregation antitoxin (ccd killing mechanism protein) encoded by the F plasmid	7540	4459	
COG5304	Predicted DNA binding protein, CopG/RHH family	1398	5281	
COG5305	Uncharacterized membrane protein	4639	5668	
COG5306	Uncharacterized protein	193	4935	
COG5307	Guanine-nucleotide exchange factor, contains Sec7 domain	181	4392	
COG5309	Exo-beta-1,3-glucanase,  GH17 family	2454	5774	
COG5310	Homospermidine synthase	3060	5308	
COG5314	Conjugal transfer/entry exclusion protein	3485	4920	
COG5316	Uncharacterized protein	1220	5629	
COG5317	Uncharacterized protein	1833	4252	
COG5319	Uncharacterized protein	4090	5562	
COG5321	Uncharacterized protein	2353	4727	
COG5322	Predicted amino acid dehydrogenase	956	5237	
COG5323	Large terminase phage packaging protein	1661	5005	
COG5324	tRNA splicing ligase	79	4948	
COG5328	Uncharacterized protein, UPF0262 family	2402	4589	
COG5330	Uncharacterized conserved protein, DUF2336 family	1583	4388	
COG5331	Uncharacterized protein	1563	4418	
COG5336	FoF1-type ATP synthase assembly protein I	2815	6498	
COG5337	Spore coat protein CotH	1618	5843	
COG5338	Uncharacterized protein	1876	5379	
COG5339	Uncharacterized conserved protein YdgA, DUF945 family	12287	4828	
COG5340	Transcriptional regulator, predicted component of viral defense system	4049	6083	
COG5341	Uncharacterized protein	4255	4726	
COG5342	Invasion protein IalB, involved in pathogenesis	2487	5115	
COG5343	Anti-sigma-K factor RskA	7704	5280	
COG5345	Uncharacterized protein	3320	5189	
COG5346	Uncharacterized membrane protein	976	4712	
COG5349	Uncharacterized conserved protein, DUF983 family	2581	5259	
COG5350	Predicted protein tyrosine phosphatase	1768	4784	
COG5351	Uncharacterized protein	2356	4710	
COG5352	Uncharacterized protein	2578	5186	
COG5353	Uncharacterized protein YpmB	5429	3846	
COG5354	Uncharacterized protein, contains Trp-Asp (WD) repeat	208	5008	
COG5360	Uncharacterized conserved protein, heparinase superfamily	2879	5562	
COG5361	Uncharacterized conserved protein	4453	5669	
COG5362	Phage terminase large subunit	761	5661	
COG5368	Uncharacterized protein	2986	5931	
COG5371	Golgi nucleoside diphosphatase	174	4327	
COG5373	Uncharacterized membrane protein	5565	6779	
COG5375	Uncharacterized protein	2615	5047	
COG5377	Phage-related protein, predicted endonuclease	4189	5786	
COG5378	Predicted nucleic acid-binding protein, contains PIN domain	218	4212	
COG5379	S-adenosylmethionine:diacylglycerol 3-amino-3-carboxypropyl transferase	1400	5295	
COG5380	Lipase chaperone LimK	4560	3756	
COG5381	Uncharacterized protein	807	3760	
COG5383	Uncharacterized metalloenzyme YdcJ, glyoxalase superfamily	12878	4231	
COG5384	U3 small nucleolar ribonucleoprotein component	153	3795	
COG5385	Uncharacterized protein	2466	4581	
COG5386	Heme-binding NEAT domain	6031	3866	
COG5387	Chaperone required for the assembly of the mitochondrial F1-ATPase	2762	4844	
COG5388	Uncharacterized protein	1314	4213	
COG5389	Uncharacterized protein	2631	4884	
COG5393	Uncharacterized membrane protein YqjE	11662	4873	
COG5394	Polyhydroxyalkanoate (PHA) synthesis regulator protein, binds DNA and PHA	5087	5846	
COG5395	Uncharacterized membrane protein	2111	4300	
COG5397	Uncharacterized protein	826	4634	
COG5398	Heme oxygenase	2871	4986	
COG5399	Uncharacterized protein	175	2193	
COG5400	Uncharacterized protein	1929	4714	
COG5401	Spore germination protein GerM	2472	5061	
COG5402	Uncharacterized protein	1531	4382	
COG5403	Uncharacterized protein	799	4785	
COG5404	Cell division inhibitor SulA, prevents FtsZ ring assembly	9663	3991	
COG5405	ATP-dependent protease HslVU (ClpYQ), peptidase subunit	30917	6999	
COG5406	Nucleosome binding factor SPN, SPT16 subunit	197	5969	
COG5407	Preprotein translocase subunit Sec63	140	5057	
COG5410	Uncharacterized protein	3583	5923	
COG5412	Phage-related protein	8811	6114	
COG5413	Uncharacterized integral membrane protein	1318	3132	
COG5414	TATA-binding protein-associated factor Taf7, part of the TFIID transcription initiation complex	106	3942	
COG5416	Uncharacterized integral membrane protein	9217	5938	
COG5417	Uncharacterized ubiquitin-like protein YukD	6896	2561	
COG5418	Predicted secreted protein	868	3691	
COG5419	Uncharacterized protein	1218	3058	
COG5420	Uncharacterized protein	643	2623	
COG5421	Transposase	1463	6430	
COG5423	Predicted metal-binding protein	894	4179	
COG5424	Pyrroloquinoline quinone (PQQ) biosynthesis protein C	9575	5847	
COG5425	Usg protein (tryptophan operon, function unknown)	1772	4342	
COG5426	Uncharacterized membrane protein	6320	5759	
COG5427	Uncharacterized membrane protein	796	5386	
COG5428	Uncharacterized protein YuzE	1882	5010	
COG5429	Uncharacterized protein	3199	5522	
COG5430	Spore coat protein U (SCPU) domain, function unknown	5884	4708	
COG5431	Predicted nucleic acid-binding protein, contains Zn-finger domain	260	3870	
COG5433	Predicted transposase YbfD/YdcC associated with H repeats	5181	6104	
COG5434	Polygalacturonase	4537	6558	
COG5435	Uncharacterized protein	6385	3764	
COG5436	Uncharacterized membrane protein	1528	4233	
COG5437	Predicted secreted protein	2385	4667	
COG5438	Uncharacterized membrane protein	10505	5518	
COG5439	Uncharacterized protein	824	3375	
COG5440	Uncharacterized protein	256	3591	
COG5441	Uncharacterized protein, UPF0261 family	3373	5785	
COG5442	Flagellar biosynthesis regulator FlaF	1888	4321	
COG5443	Flagellar biosynthesis regulator FlbT	2004	4541	
COG5444	Predicted ribonuclease, toxin component of the YeeF-YezG toxin-antitoxin module	4425	3209	
COG5445	Uncharacterized conserved protein YfaQ, DUF2300 domain	4578	3259	
COG5446	Uncharacterized membrane protein, predicted cobalt tansporter CbtA	3757	4702	
COG5447	Uncharacterized protein	2454	4241	
COG5448	Uncharacterized protein	2128	4731	
COG5449	Uncharacterized protein	1115	4606	
COG5450	Transcription regulator of the Arc/MetJ class	4808	5123	
COG5451	Predicted secreted protein	1476	3866	
COG5452	Uncharacterized protein	2040	4632	
COG5453	Uncharacterized protein	2719	3710	
COG5454	Predicted secreted protein	2282	4390	
COG5455	Periplasmic regulator RcnB of Ni and Co efflux	11766	4731	
COG5456	Nitrogen fixation protein FixH	2183	4445	
COG5457	Uncharacterized conserved protein YjiS, DUF1127 family	9839	5157	
COG5458	Uncharacterized protein	2444	4443	
COG5459	Ribosomal protein RSM22 (predicted mitochondrial rRNA methylase)	1372	5146	
COG5460	Uncharacterized conserved protein, DUF2164 family	6834	4041	
COG5461	Type IV pilus biogenesis protein CpaD/CtpE	1513	4497	
COG5462	Predicted secreted (periplasmic) protein	1518	4282	
COG5463	Uncharacterized conserved protein YgiB, involved in bioifilm formation, UPF0441/DUF1190 family	10548	3928	
COG5464	Predicted transposase YdaD	9019	5765	
COG5465	Uncharacterized protein	2948	5380	
COG5466	Predicted small metal-binding protein	1147	4280	
COG5467	Uncharacterized protein	2211	4820	
COG5468	Predicted secreted (periplasmic) protein	2558	4518	
COG5469	Predicted metal-binding protein	1429	4287	
COG5470	Uncharacterized conserved protein, DUF1330 family	7982	5809	
COG5471	Predicted phage recombinase, RecA/RadA family	3466	4343	
COG5472	Predicted small integral membrane protein	2295	3880	
COG5473	Uncharacterized membrane protein	6468	5933	
COG5474	Uncharacterized protein	679	3814	
COG5475	Uncharacterized conserved protein YodC, DUF2158 family	7143	4060	
COG5476	Microcystin degradation protein MlrC, contains DUF1485 domain	3804	5909	
COG5477	Predicted small integral membrane protein	2855	4463	
COG5478	Low affinity Fe/Cu permease	3653	4841	
COG5479	Uncharacterized conserved protein, contains LGFP repeats	3425	5025	
COG5480	Uncharacterized membrane protein	1678	4305	
COG5481	Uncharacterized protein	3672	4884	
COG5482	Uncharacterized protein	1381	4611	
COG5483	Uncharacterized conserved protein, DUF488 family	147	5819	
COG5484	Uncharacterized protein YjcR	7715	5334	
COG5485	Predicted ester cyclase	6374	6030	
COG5486	Predicted metal-binding membrane protein	2138	4868	
COG5487	Uncharacterized membrane protein YtjA, UPF0391 family	10425	4729	
COG5488	Uncharacterized membrane protein	3989	5224	
COG5489	Uncharacterized conserved protein, DUF736 family	2025	4163	
COG5490	Uncharacterized protein	1493	5155	
COG5491	Archaeal division protein CdvB, Snf7/Vps24/ESCRT-III family	569	4450	
COG5492	Uncharacterized conserved protein YjdB, contains Ig-like domain	6562	5863	
COG5493	Uncharacterized protein	283	3950	
COG5494	Predicted thioredoxin/glutaredoxin	166	3498	
COG5495	Predicted oxidoreductase, contains short-chain dehydrogenase (SDR) and DUF2520 domains	10621	6052	
COG5496	Predicted thioesterase	4280	6039	
COG5497	Predicted secreted protein	643	3509	
COG5498	Endoglucanase Acf2	735	5354	
COG5499	Antitoxin component HigA of the HigAB toxin-antitoxin module, contains an N-terminal HTH domain	9929	5907	
COG5500	Uncharacterized membrane protein	2262	4006	
COG5501	Predicted secreted protein	2336	5582	
COG5502	Uncharacterized conserved protein, DUF2267 family	1712	4490	
COG5503	DNA-dependent RNA polymerase auxiliary subunit epsilon	11393	2015	
COG5504	Uncharacterized protein YjaZ	7061	4743	
COG5505	Uncharacterized membrane protein	3186	5535	
COG5506	Uncharacterized protein YueI	5649	2947	
COG5507	Uncharacterized  conserved protein YbaA, DUF1428 family	7207	4632	
COG5508	Uncharacterized protein	1538	4548	
COG5509	Uncharacterized small protein, DUF1192 family	1668	4027	
COG5510	Predicted small secreted protein	11932	5164	
COG5511	Bacteriophage capsid protein	7106	5910	
COG5512	Predicted  nucleic acid-binding protein, contains Zn-ribbon domain (includes truncated derivatives)	5129	5643	
COG5513	Predicted secreted protein	3148	4765	
COG5514	Uncharacterized protein	1025	4663	
COG5515	Uncharacterized protein	3229	4056	
COG5516	Conserved protein containing a Zn-ribbon-like motif, possibly RNA-binding	4140	4564	
COG5517	3-phenylpropionate/cinnamic acid dioxygenase, small subunit	10182	5250	
COG5518	Bacteriophage capsid portal protein	6790	5140	
COG5519	Uncharcterized protein, DUF927 family	5458	5485	
COG5520	O-Glycosyl hydrolase	4765	6183	
COG5521	Maltodextrin utilization protein YvdJ (function unknown)	3247	3534	
COG5522	Uncharacterized membrane protein YwaF	3352	5139	
COG5523	Uncharacterized membrane protein	5937	4721	
COG5524	Bacteriorhodopsin	967	4709	
COG5525	Phage terminase, large subunit GpA	7088	5969	
COG5526	Lysozyme family protein	224	4328	
COG5527	Protein involved in initiation of plasmid replication	2013	5549	
COG5528	Uncharacterized membrane protein	3353	4770	
COG5529	Pyocin large subunit	1230	4544	
COG5530	Uncharacterized membrane protein	842	4331	
COG5531	Chromatin remodeling complex protein RSC6, contains SWIB domain	151	5555	
COG5532	Uncharacterized conserved protein YfdQ, DUF2303 family	3997	4135	
COG5533	Ubiquitin C-terminal hydrolase	241	4633	
COG5534	Plasmid replication initiator protein	1805	4653	
COG5542	Mannosyltransferase related to Gpi18	848	5189	
COG5544	Uncharacterized conserved protein YfiM, DUF2279 family	8424	3339	
COG5545	Predicted P-loop ATPase and inactivated derivatives	4515	5635	
COG5546	Uncharacterized membrane protein	6417	2919	
COG5547	Uncharacterized membrane protein	8436	3007	
COG5548	Uncharacterized membrane protein, UPF0136 family	364	3568	
COG5549	Predicted Zn-dependent protease	2528	5181	
COG5550	Predicted aspartyl protease	626	4324	
COG5551	CRISPR/Cas system endoribonuclease Cas6, RAMP superfamily	2975	4460	
COG5552	Uncharacterized protein	5032	3970	
COG5553	Predicted metal-dependent enzyme of the double-stranded beta helix superfamily	4632	5235	
COG5554	Nitrogen fixation protein	1144	2859	
COG5555	Cytolysin, a secreted calcineurin-like phosphatase	233	3729	
COG5556	Uncharacterized protein	2230	2627	
COG5557	Ni/Fe-hydrogenase 2 integral membrane subunit HybB	9936	6645	
COG5558	Transposase	62	3807	
COG5561	Predicted metal-binding protein	837	3152	
COG5562	Uncharacterized conserved protein YbcV, DUF1398 family	14681	3736	
COG5563	Uncharacterized membrane protein	692	5395	
COG5564	Predicted TIM-barrel enzyme	2569	5407	
COG5565	Bacteriophage terminase large (ATPase) subunit and inactivated derivatives	1414	3884	
COG5566	Transcriptional regulator, Middle operon regulator (Mor) family	1852	4676	
COG5567	Predicted small periplasmic lipoprotein YifL (function unknown0	10041	5092	
COG5568	Uncharacterized protein	2015	4679	
COG5569	Periplasmic Cu and Ag efflux protein CusF	8429	5141	
COG5570	Uncharacterized protein	2427	4886	
COG5571	Uncharacterized protein YhjY, contains autotransporter beta-barrel domain	7902	4451	
COG5572	Uncharacterized membrane protein	3871	4751	
COG5573	Predicted nucleic acid-binding protein, contains PIN domain	1924	5578	
COG5577	Spore coat protein CotF	3714	2996	
